Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
ZombieINC_Quest_BoneKnife_Desc,items,item,,x,"[Experimental Weapon Mission] There's a myth circulating among our crew, claiming that there's an excellent knife buried somewhere in this region. The catch is, one of our scouts has reliable information about its location. People say the knife is cursed with black magic—can you believe it? Well, you paid a hell of a lot of money for this piece of information, so it better be a damn sharp knife at the very least.",,,,,,,,,,,,,[Experimental Weapon Mission][實驗武器任務] 我們的船員中流傳著一個神話，聲稱這個地區的某個地方埋著一把很棒的刀。問題是，我們的一名偵察兵擁有有關其位置的可靠資訊。人們說這把刀被黑魔法詛咒了──你相信嗎？好吧，你為這條訊息付出了很多錢，所以它至少最好是一把該死的鋒利的刀。
ZombieINC_Prototype_meleeWpnBladeT0BoneKnife,items,item,,x,Cursed Bone Knife (Prototype),,,,,,,,,,,,,詛咒骨刀（原型）
ZombieINC_Prototype_meleeWpnBladeT0BoneKnifeDesc,items,item,,x,[Cursed Bone Knife Prototype],,,,,,,,,,,,,[Cursed Bone Knife Prototype]【詛咒骨刀原型】
ZombieINC_meleeWpnBladeT0BoneKnife,items,item,,x,Cursed Bone Knife,,,,,,,,,,,,,詛咒骨刀
ZombieINC_meleeWpnBladeT0BoneKnifeDesc,items,item,,x,"[Cursed Bone Knife] Everybody keeps saying that I'm crazy, but I SWEAR I can see bones coming out from my hand and absorbing my blood as I hold this knife.",,,,,,,,,,,,,[Cursed Bone Knife][詛咒骨刀] 每個人都在說我瘋了，但我發誓，當我握住這把刀時，我可以看到骨頭從我的手上脫落並吸收我的血液。
ZombieINC_Mission_meleeWpnBladeT0BoneKnife,items,item,,x,Cursed Bone Knife (Thirsty),,,,,,,,,,,,,詛咒骨刀（口渴）
ZombieINC_Mission_meleeWpnBladeT0BoneKnifeDesc,items,item,,x,[Cursed Bone Knife],,,,,,,,,,,,,[Cursed Bone Knife]【詛咒骨刀】
ZombieINC_meleeWpnBladeT0BoneKnife_Inactive,items,item,,x,Cursed Bone Knife (Inactivated),,,,,,,,,,,,,詛咒骨刀（已停用）
ZombieINC_meleeWpnBladeT0BoneKnifeDesc_Inactive,items,item,,x,[Cursed Bone Knife],,,,,,,,,,,,,[Cursed Bone Knife]【詛咒骨刀】
ZombieINC_BossWitchDisableItemsPlayerBuff_MessageKey,buffs,,,,you are shaking with fear,,,,,,,,,,,,,你害怕得發抖
ZombieINC_KillBossPriest_key,Quest,Quest Info,,X,the Priest,,,,,,,,,,,,,牧師
ZombieINC_KillBossMotherInfested_key,Quest,Quest Info,,X,the Mother,,,,,,,,,,,,,母親
ZombieINC_KillBossFatherInfested_key,Quest,Quest Info,,X,the Father,,,,,,,,,,,,,父親
ZombieINC_KillBossPenitenceInfested_key,Quest,Quest Info,,X,the Penitence,,,,,,,,,,,,,懺悔
ZombieINC_KillBossFarmerInfested_key,Quest,Quest Info,,X,the Farmer,,,,,,,,,,,,,農夫
ZombieINC_candle_desc,item_modifiers,mod,,x,Press 'F' to activate the vampiric mode,,,,,,,,,,,,,按下「F」啟動吸血鬼模式
ZombieINC_churchBell,item_modifiers,mod,,x,Ritual's Pocket Bell,,,,,,,,,,,,,儀式的袖珍鈴
ZombieINC_Quest_Priest,items,item,,x,Mysterious Note #0,,,,,,,,,,,,,神秘筆記#0
ZombieINC_Quest_Priest_Desc,items,item,,x,"You see pieces of what seems to be someone's diary. There are various different handwritings, with varying shapes and sizes. It looks like some parts were written in a hurry. There is also a part that is written with blood",,,,,,,,,,,,,你看到一些似乎是某人日記的片段。有各種不同的筆跡，形狀和大小各異。看來有些部分是倉促寫的。還有一段是用血寫成的
ZombieINC_drinkJarRedTea_Priest,items,item,,x,Suspicious Tea,,,,,,,,,,,,,可疑的茶
ZombieINC_drinkJarRedTea_Priest_Desc,items,item,,x,"Just a Suspicious Tea, don't be afraid...",,,,,,,,,,,,,只是一杯可疑的茶，別害怕...
ZombieINC_Quest_MotherInfested,items,item,,x,Mysterious Note #3,,,,,,,,,,,,,神秘筆記#3
ZombieINC_Quest_MotherInfested_Desc,items,item,,x,Another Fragment of This Crazy Guy's Diary. This Seems Like Something From a Very Sinister Cult,,,,,,,,,,,,,這個瘋子日記的另一個片段。這看起來像是來自一個非常邪惡的邪教
ZombieINC_drinkJarRedTea_Mother,items,item,,x,Suspicious Tea,,,,,,,,,,,,,可疑的茶
ZombieINC_drinkJarRedTea_Mother_Desc,items,item,,x,"Just a Suspicious Tea, don't be afraid...",,,,,,,,,,,,,只是一杯可疑的茶，別害怕...
ZombieINC_Quest_PenitenceInfested,items,item,,x,Mysterious Note #5,,,,,,,,,,,,,神秘筆記#5
ZombieINC_Quest_PenitenceInfested_Desc,items,item,,x,Another Fragment of the Diary. I'm Not Sure If It's Just Me Going Crazy or the Guy Who Wrote This Diary. I'm Starting to See a Lot of Strange Things,,,,,,,,,,,,,日記的另一個片段。我不確定是我瘋了還是寫這本日記的人瘋了。我開始看到很多奇怪的事情
ZombieINC_drinkJarRedTea_Penitence,items,item,,x,Suspicious Tea,,,,,,,,,,,,,可疑的茶
ZombieINC_drinkJarRedTea_Penitence_Desc,items,item,,x,"Just a Suspicious Tea, don't be afraid...",,,,,,,,,,,,,只是一杯可疑的茶，別害怕...
ZombieINC_Quest_FarmerInfested,items,item,,x,Mysterious Note #7,,,,,,,,,,,,,神秘筆記#7
ZombieINC_Quest_FarmerInfested_Desc,items,item,,x,Another Fragment of the truth. I think I'm getting closer.,,,,,,,,,,,,,真相的另一個片段。我想我越來越近了。
ZombieINC_drinkJarRedTea_Farmer,items,item,,x,Suspicious Tea,,,,,,,,,,,,,可疑的茶
ZombieINC_drinkJarRedTea_Farmer_Desc,items,item,,x,"Just a Suspicious Tea, don't be afraid...",,,,,,,,,,,,,只是一杯可疑的茶，別害怕...
ZombieINC_Quest_FatherInfested,items,item,,x,Mysterious Note #9,,,,,,,,,,,,,神秘筆記 #9
ZombieINC_Quest_FatherInfested_Desc,items,item,,x,The Last Piece that I needed. Everything will be enlightened,,,,,,,,,,,,,我需要的最後一塊。一切都會開悟
ZombieINC_drinkJarRedTea_Father,items,item,,x,Revelation's Tea,,,,,,,,,,,,,啟示錄的茶
ZombieINC_drinkJarRedTea_Father_Desc,items,item,,x,"The Revelation's Tea, I'm not Afraid !",,,,,,,,,,,,,啟示錄的茶，我不害怕！
ZombieINC_churchBell1x2x1,blocks,block,,x,Holy Bell,,,,,,,,,,,,,聖鐘
ZombieINC_churchBell1x2x1_1,blocks,block,,x,Holy Bell,,,,,,,,,,,,,聖鐘
ZombieINC_churchBell1x2x1_2,blocks,block,,x,Holy Bell,,,,,,,,,,,,,聖鐘
ZombieINC_churchBell1x2x1_3,blocks,block,,x,Holy Bell,,,,,,,,,,,,,聖鐘
ZombieINC_churchBell1x2x1_4,blocks,block,,x,Holy Bell,,,,,,,,,,,,,聖鐘
ZombieINC_churchBell1x2x1_5,blocks,block,,x,Holy Bell,,,,,,,,,,,,,聖鐘
ZombieINC_spawnRitual_1_TheCult_Desc,blocks,block,,x,'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-],,,,,,,,,,,,,「此儀式僅在[9b0000]松林生物群系中有效」[-]
ZombieINC_spawnRitual_2_TheCult_Desc,blocks,block,,x,'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-],,,,,,,,,,,,,「此儀式僅在[9b0000]松林生物群系中有效」[-]
ZombieINC_spawnRitual_3_TheCult_Desc,blocks,block,,x,'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-],,,,,,,,,,,,,「此儀式僅在[9b0000]松林生物群系中有效」[-]
ZombieINC_spawnRitual_4_TheCult_Desc,blocks,block,,x,'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-],,,,,,,,,,,,,「此儀式僅在[9b0000]松林生物群系中有效」[-]
ZombieINC_spawnRitual_5_TheCult_Desc,blocks,block,,x,'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-],,,,,,,,,,,,,「此儀式僅在[9b0000]松林生物群系中有效」[-]
ZombieINC_spawnRitual_6_TheCult_Desc,blocks,block,,x,'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-],,,,,,,,,,,,,「此儀式僅在[9b0000]松林生物群系中有效」[-]
ZINCTCTRADER1_name_key,Quest,Quest Info,,,Spread The Word,,,,,,,,,,,,,傳播這個詞
ZINCTCTRADER1_subtitle_key,Quest,Quest Info,,,Tell them the truth,,,,,,,,,,,,,告訴他們真相
ZINCTCTRADER1_description_key,Quest,Quest Info,,,Return to the Trader to share the news,,,,,,,,,,,,,返回交易者分享新聞
ZINCTCTRADER1_hint1,Quest,Quest Info,,,Talk to Trader Rekt,,,,,,,,,,,,,與 Trader Rekt 交談
ZINCTCTRADER1_title,Quest,Quest Info,,,Revelation,,,,,,,,,,,,,啟示
ZINCTCTRADER2_name_key,Quest,Quest Info,,,Spread The Word,,,,,,,,,,,,,傳播這個詞
ZINCTCTRADER2_subtitle_key,Quest,Quest Info,,,Tell them the truth,,,,,,,,,,,,,告訴他們真相
ZINCTCTRADER2_description_key,Quest,Quest Info,,,Return to the Trader to share the news,,,,,,,,,,,,,返回交易者分享新聞
ZINCTCTRADER2_completion_key,Quest,Quest Info,,,"Are you really okay? Some people say they saw you collapsed in the middle of the woods, looking like you were having convulsions. You need to ease up on whatever it is you're using...",,,,,,,,,,,,,你真的沒事嗎？有人說他們看到你倒在樹林中央，看起來像是抽搐的樣子。你需要放鬆你正在使用的任何東西......
ZINCTCTRADER2_hint1,Quest,Quest Info,,,Talk to Trader Rekt,,,,,,,,,,,,,與 Trader Rekt 交談
ZINCTCTRADER2_title,Quest,Quest Info,,,Revelation,,,,,,,,,,,,,啟示
ZINCTCTRADER3_name_key,Quest,Quest Info,,,Spread The Word,,,,,,,,,,,,,傳播這個詞
ZINCTCTRADER3_subtitle_key,Quest,Quest Info,,,Tell them the truth,,,,,,,,,,,,,告訴他們真相
ZINCTCTRADER3_completion_key,Quest,Quest Info,,,"Every time you come back here saying you've discovered something from reading that pile of torn papers. The guy who wrote that was a madman who disappeared years ago. Give it up and focus on what really matters. This city is getting filthier by the day, and it's your duty to clean it up.",,,,,,,,,,,,,每次你回到這裡都說你從那堆撕破的紙片中發現了一些東西。寫這句話的人是個瘋子，幾年前就失蹤了。放棄它，專注於真正重要的事情。這個城市一天比一天骯髒，你有責任清理它。
ZINCTCTRADER3_hint1,Quest,Quest Info,,,Talk to Trader Rekt,,,,,,,,,,,,,與 Trader Rekt 交談
ZINCTCTRADER3_title,Quest,Quest Info,,,Revelation,,,,,,,,,,,,,啟示
ZINCTCTRADER4_name_key,Quest,Quest Info,,,Spread The Word,,,,,,,,,,,,,傳播這個詞
ZINCTCTRADER4_subtitle_key,Quest,Quest Info,,,Tell them the truth,,,,,,,,,,,,,告訴他們真相
ZINCTCTRADER4_description_key,Quest,Quest Info,,,Return to the Trader to share the news,,,,,,,,,,,,,返回交易者分享新聞
ZINCTCTRADER4_completion_key,Quest,Quest Info,,,"This is going to be your last warning, you need to stop using whatever substance you're on. You're getting weird, and this is a friendly warning. It's not the first time we've seen survivors losing their minds out there.",,,,,,,,,,,,,這將是你最後一次警告，你需要停止使用你正在使用的任何物質。你變得很奇怪，這是一個友善的警告。這不是我們第一次看到倖存者在外面失去理智。
ZINCTCTRADER4_hint1,Quest,Quest Info,,,Talk to Trader Rekt,,,,,,,,,,,,,與 Trader Rekt 交談
ZINCTCTRADER4_title,Quest,Quest Info,,,Revelation,,,,,,,,,,,,,啟示
ZINCPriest_name_key,Quest,Quest Info,,,Just A Innocent Girl,,,,,,,,,,,,,只是一個天真的女孩
ZINCPriest_subtitle_key,Quest,Quest Info,,,They don't know the truth,,,,,,,,,,,,,他們不知道真相
ZINCPriest_description_key,Quest,Quest Info,,,"Mysterious Note 1#:\n\nIf you're reading this, it means everything I did was in vain. I tried to challenge forces beyond this radiation-filled world. I'm certain! I'm sure that with the explosion, much more happened! I was already investigating this cult long before the explosions and this disease spread. It seems there's a drink that helps us connect better with other planes, and now its effect seems stronger. Here’s the location of one of the buried chests. Whatever you find, be careful. I found ancient manuscripts that talk about various macabre rituals...\n\n[9b0000]Don't shoot in her head...[-]",,,,,,,,,,,,,神秘筆記1#：\n\n如果你正在讀這篇文章，那就意味著我所做的一切都是徒勞的。我試圖挑戰這個充滿輻射的世界之外的力量。我確定！我確信隨著爆炸，還發生了更多的事情！早在爆炸和這種疾病傳播之前我就已經在調查這個邪教了。似乎有一種飲料可以幫助我們更好地與其他位面聯繫，現在它的效果似乎更強了。這是其中一個埋藏的箱子的位置。無論你發現什麼，都要小心。我發現了古代手稿，其中談到了各種可怕的儀式... \n \n [9b0000] 別朝她的頭開槍... [-]
ZINCPriest_offer_key,Quest,Quest Info,,,"Mysterious Note 1#:\n\nIf you're reading this, it means everything I did was in vain. I tried to challenge forces beyond this radiation-filled world. I'm certain! I'm sure that with the explosion, much more happened! I was already investigating this cult long before the explosions and this disease spread. It seems there's a drink that helps us connect better with other planes, and now its effect seems stronger. Here’s the location of one of the buried chests. Whatever you find, be careful. I found ancient manuscripts that talk about various macabre rituals...\n\n[9b0000]Don't shoot in her head...[-]",,,,,,,,,,,,,神秘筆記1#：\n\n如果你正在讀這篇文章，那就意味著我所做的一切都是徒勞的。我試圖挑戰這個充滿輻射的世界之外的力量。我確定！我確信隨著爆炸，還發生了更多的事情！早在爆炸和這種疾病傳播之前我就已經在調查這個邪教了。似乎有一種飲料可以幫助我們更好地與其他位面聯繫，現在它的效果似乎更強了。這是其中一個埋藏的箱子的位置。無論你發現什麼，都要小心。我發現了古代手稿，其中談到了各種可怕的儀式... \n \n [9b0000] 別朝她的頭開槍... [-]
ZINCPriest_response_key,Quest,Quest Info,,,Mysterious Note 1#,,,,,,,,,,,,,神秘筆記1#
ZINCPriest_statement_key,Quest,Quest Info,,,Mysterious Note 1,,,,,,,,,,,,,神秘筆記1
ZINCPriest_completion_key,Quest,Quest Info,,,"Inside the buried chest there was others notes, I will need more time to decipher everything",,,,,,,,,,,,,埋藏的箱子裡還有其他筆記，我需要更多時間來破解一切
ZINCMotherInfestedUnlock_name_key,Quest,Quest Info,,,The Immaculate Woman,,,,,,,,,,,,,完美的女人
ZINCMotherInfestedUnlock_subtitle_key,Quest,Quest Info,,,They still don't know the truth,,,,,,,,,,,,,他們還不知道真相
ZINCMotherInfestedUnlock_description_key,Quest,Quest Info,,,"Mysterious Note 2#:\n\nWhatever this mess is, it seems like this poor girl suffered a lot. Poor child, what did they do to you? I found several pieces of evidence showing that some macabre cult is happening. I still don't have the knowledge to perform the ritual needed for this child to rest in peace. I need to move quickly so that these ghosts from the past don't come back to haunt me. I need to kill more priestesses and find some scripture or clue that will lead me to the next step.",,,,,,,,,,,,,神秘筆記2#：\n\n不管這是什麼爛攤子，看來這個可憐的女孩受了很多苦。可憐的孩子，他們對你做了什麼？我發現了一些證據表明一些可怕的邪教正在發生。我仍然不具備執行讓這個孩子安息所需的儀式的知識。我需要快速行動，這樣過去的幽靈就不會回來困擾我。我需要殺死更多的女祭司並找到一些經文或線索來引導我下一步。
